所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/任务管理（林禹成） - 列表页 - 状态/,任务管理（林禹成） - 列表页 - 状态 - 已创建,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 选择状态为'已创建'
3. 点击查询按钮","1. 成功打开任务管理列表页面
2. 状态筛选正确应用
3. 系统成功显示已创建状态的任务列表",1,4,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 状态/,任务管理（林禹成） - 列表页 - 状态 - 已采集,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 选择状态为'已采集'
3. 点击查询按钮","1. 成功打开任务管理列表页面
2. 状态筛选正确应用
3. 系统成功显示已采集的任务列表",1,2,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 状态/,任务管理（林禹成） - 列表页 - 状态 - 已标注,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 选择状态过滤为已标注
3. 点击应用过滤按钮","1. 成功打开任务管理列表页面
2. 状态过滤成功应用
3. 列表中仅显示已标注的任务",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 状态/,任务管理（林禹成） - 列表页 - 状态 - 已质检,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 选择状态为已质检
3. 点击刷新按钮","1. 成功打开任务管理列表页面
2. 列表中仅显示状态为已质检的任务
3. 系统成功刷新并展示最新数据",1,4,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 状态/,任务管理（林禹成） - 列表页 - 状态 - 已转换,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 选择状态过滤为'已转换'
3. 点击应用过滤按钮","1. 成功打开任务管理列表页面
2. 状态过滤成功应用
3. 列表中仅显示状态为'已转换'的任务",1,2,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 状态/,任务管理（林禹成） - 列表页 - 状态 - 已导出,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 选择状态为已导出的任务
3. 点击刷新按钮","1. 成功打开任务管理列表页面
2. 显示状态为已导出的任务
3. 列表成功更新并显示最新数据",1,4,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 采集人/,任务管理（林禹成） - 列表页 - 采集人 - 刚创建时展示“未指派”,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 创建一个新的任务
3. 查看新创建任务的状态","1. 成功打开任务管理列表页面
2. 新任务成功创建
3. 新任务状态显示为“未指派”",1,4,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 采集人 - 指派后展示用户姓名/,任务管理（林禹成） - 列表页 - 采集人 - 指派后展示用户姓名 - 修改用户姓名后对应变更,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 选择一个采集人并进行指派
3. 修改该采集人的用户姓名","1. 成功打开任务管理列表页面
2. 指派成功并展示用户姓名
3. 用户姓名成功变更并在列表中更新",1,2,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 标注人/,任务管理（林禹成） - 列表页 - 标注人 - 刚创建时展示“未指派”,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 创建一个新任务
3. 查看新任务的标注人状态","1. 成功打开任务管理列表页面
2. 新任务成功创建
3. 新任务的标注人状态显示为“未指派”",1,4,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 标注人 - 指派后展示用户姓名/,任务管理（林禹成） - 列表页 - 标注人 - 指派后展示用户姓名 - 修改用户姓名后对应变更,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到需要指派的任务
3. 指派用户并保存
4. 修改指派用户的姓名","1. 成功打开任务管理列表页面
2. 任务成功显示在列表中
3. 指派用户姓名正确显示
4. 修改后用户姓名在任务列表中正确更新",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 质检人/,任务管理（林禹成） - 列表页 - 质检人 - 刚创建时展示“未指派”,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 创建一个新任务
3. 刷新任务列表","1. 成功打开任务管理列表页面
2. 新任务成功创建
3. 新任务状态显示为“未指派”",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 质检人 - 指派后展示用户姓名/,任务管理（林禹成） - 列表页 - 质检人 - 指派后展示用户姓名 - 修改用户姓名后对应变更,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 指派质检人并保存
3. 修改质检人的姓名","1. 成功打开任务管理列表页面
2. 系统成功指派质检人并显示用户姓名
3. 系统成功更新并展示修改后的用户姓名",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 创建时间/,任务管理（林禹成） - 列表页 - 创建时间 - 展示：年月日，建议改为：年月日 时分秒,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 查看创建时间字段
3. 检查时间格式是否为：年月日 时分秒","1. 成功打开任务管理列表页面
2. 创建时间字段正常显示
3. 创建时间格式正确为：年月日 时分秒",1,4,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 创建时间/,任务管理（林禹成） - 列表页 - 创建时间 - 列表排序：创建时间倒序,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 点击创建时间列标题进行排序
3. 查看列表中任务的创建时间顺序","1. 成功打开任务管理列表页面
2. 创建时间列被成功点击并排序
3. 列表中的任务按照创建时间倒序排列",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 顶部信息/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 顶部信息 - 任务名称,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 查看顶部信息中的任务名称","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 顶部信息中正确显示任务名称",1,3,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 顶部信息/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 顶部信息 - 任务状态,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 查看顶部信息中的任务状态","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 正确显示任务的当前状态",1,4,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 顶部信息/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 顶部信息 - 已创建 已采集 已标注 已质检 已转换 已导出 —— 完成的会高亮,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 查找已创建、已采集、已标注、已质检、已转换、已导出的任务
3. 查看完成的任务是否高亮显示","1. 成功打开任务管理列表页面
2. 所有任务状态正确显示
3. 完成的任务高亮显示",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 任务编号/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 任务编号 - 与列表页一致,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 检查任务编号是否与列表页一致","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 任务编号与列表页显示一致",1,2,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 创建人/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 创建人 - 创建该任务的用户姓名,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 查看基本信息中的创建人字段","1. 成功打开任务管理列表页面
2. 成功进入该任务的详情页面
3. 创建人字段显示正确的用户姓名",1,2,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 分类/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 分类 - 与列表页一致,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 检查基本信息中的分类是否与列表页一致","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 分类信息与列表页中的分类一致",1,2,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 机器人构型/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 机器人构型 - 创建任务时选择的机器人构型,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 查看基本信息中的机器人构型","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 正确显示创建任务时选择的机器人构型",1,2,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 机器人构型/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 机器人构型 - 展示规则：构型名称（机器人型号）,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 查看基本信息中的机器人构型展示规则","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 正确显示机器人构型名称及型号",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 标签/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 标签 - 创建任务时选择的标签，逗号分隔,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 查看基本信息中的标签字段","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 标签字段显示创建任务时选择的标签，且标签之间用逗号分隔",1,1,功能测试,功能测试阶段
/任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 目标数量/,任务管理（林禹成） - 列表页 - 操作 - 【详情】 - 基本信息 - 目标数量 - 创建任务时输入的目标数量,系统已启动，用户已登录,"1. 打开任务管理列表页面
2. 找到并点击某个任务的详情按钮
3. 查看基本信息中的目标数量","1. 成功打开任务管理列表页面
2. 成功进入任务详情页面
3. 目标数量与创建任务时输入的目标数量一致",1,2,功能测试,功能测试阶段
