所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/用户管理（封伟） - 【新建用户】 - 【保存】 - 提示：“创建成功”/,新建用户成功后列表顶部显示创建的用户信息,已登录系统且具有用户管理权限；用户列表页当前存在至少一条用户记录；准备一个未被占用的账号和姓名,"1. 进入用户管理列表页，记录当前列表第一条用户信息
2. 点击“新建用户”按钮，打开新建用户弹窗
3. 输入账号（如：testuser01）、姓名（如：测试用户）、选择角色（如：标注工程师）
4. 点击“保存”按钮
5. 观察列表页顶部显示的用户信息","1. 列表页正常显示，存在至少一条用户记录
2. 新建用户弹窗正常打开，包含账号、姓名、角色等必填项
3. 输入合法，无校验错误提示
4. 提示“创建成功”，弹窗关闭
5. 列表页最上方显示刚创建的用户信息，且账号、姓名、角色与输入一致",1,1,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号必填校验,已登录系统并进入用户管理列表页，具备新增用户权限,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 不填写账号字段，直接填写其他必填项（姓名、角色）
3. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 其他必填项可正常填写
3. 保存失败，账号字段下方提示“账号必填”，弹窗不关闭",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号长度边界校验（3位）,已登录系统并进入用户管理列表页，具备新增用户权限,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 在账号字段输入长度为3的合法账号（如“abc”）
3. 填写其他必填项（姓名、角色）
4. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 账号字段可输入3位字符
3. 其他必填项可正常填写
4. 保存成功，列表顶部显示新用户，账号为“abc”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号长度边界校验（32位）,已登录系统并进入用户管理列表页，具备新增用户权限,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 在账号字段输入长度为32的合法账号（如“abcdefghijklmnopqrstuvwxyz123456”）
3. 填写其他必填项（姓名、角色）
4. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 账号字段可输入32位字符
3. 其他必填项可正常填写
4. 保存成功，列表顶部显示新用户，账号为输入的32位字符串",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号长度超限校验（33位）,已登录系统并进入用户管理列表页，具备新增用户权限,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 在账号字段输入33位字符（如“abcdefghijklmnopqrstuvwxyz1234567”）
3. 填写其他必填项（姓名、角色）
4. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 账号字段最多只能输入32位，无法输入第33位
3. 其他必填项可正常填写
4. 保存成功，列表顶部显示新用户，账号为前32位字符",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号格式校验（非法字符）,已登录系统并进入用户管理列表页，具备新增用户权限,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 在账号字段输入包含非法字符的账号（如“abc@123”或“abc 123”或“abc-123”）
3. 填写其他必填项（姓名、角色）
4. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 账号字段可输入非法字符
3. 其他必填项可正常填写
4. 保存失败，账号字段下方提示“账号仅支持英文、数字和下划线”，弹窗不关闭",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号格式校验（合法字符）,已登录系统并进入用户管理列表页，具备新增用户权限,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 在账号字段输入包含英文、数字、下划线的合法账号（如“user_123”）
3. 填写其他必填项（姓名、角色）
4. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 账号字段可输入合法字符
3. 其他必填项可正常填写
4. 保存成功，列表顶部显示新用户，账号为“user_123”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号唯一性校验（重复账号）,已登录系统并进入用户管理列表页，具备新增用户权限，系统中已存在账号“admin”,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 在账号字段输入已存在的账号“admin”
3. 填写其他必填项（姓名、角色）
4. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 账号字段可输入“admin”
3. 其他必填项可正常填写
4. 保存失败，账号字段下方提示“账号已存在”，弹窗不关闭",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 账号/,新增用户-账号唯一性校验（大小写不同）,已登录系统并进入用户管理列表页，具备新增用户权限，系统中已存在账号“Admin”,"1. 点击“新增用户”按钮，打开新增用户弹窗
2. 在账号字段输入“admin”（与已有账号大小写不同）
3. 填写其他必填项（姓名、角色）
4. 点击“保存”按钮","1. 新增用户弹窗正常打开
2. 账号字段可输入“admin”
3. 其他必填项可正常填写
4. 保存成功，列表顶部显示新用户，账号为“admin”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 姓名/,新增用户时填写合法姓名，保存成功后列表顶部显示该姓名,已登录系统且具有用户管理权限；用户列表页已打开,"1. 点击“新建用户”按钮，打开新建用户弹窗
2. 在“姓名”输入框中输入合法姓名“张三”
3. 填写其他必填项：账号（如zhangsan）、角色（如采集工程师）
4. 点击“保存”按钮","1. 新建用户弹窗正常打开
2. 姓名输入框可正常输入“张三”
3. 其他必填项填写成功
4. 保存成功，列表顶部显示新增用户记录，姓名字段显示“张三”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 姓名/,新增用户时姓名为1个中文字符，保存成功,已登录系统且具有用户管理权限；用户列表页已打开,"1. 点击“新建用户”按钮
2. 在“姓名”输入框中输入“张”
3. 填写其他必填项（账号、角色）
4. 点击“保存”按钮","1. 新建用户弹窗打开
2. 姓名输入成功
3. 其他必填项填写成功
4. 保存成功，列表顶部显示该用户，姓名为“张”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 姓名/,新增用户时姓名为16个中文字符，保存成功,已登录系统且具有用户管理权限；用户列表页已打开,"1. 点击“新建用户”按钮
2. 在“姓名”输入框中输入16个中文字符（如“张三四五六七八九十十一十二十三十四十五”）
3. 填写其他必填项（账号、角色）
4. 点击“保存”按钮","1. 新建用户弹窗打开
2. 姓名输入成功
3. 其他必填项填写成功
4. 保存成功，列表顶部显示该用户，姓名为输入的16个字符",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 姓名/,新增用户时姓名为空，保存被拦截并提示必填,已登录系统且具有用户管理权限；用户列表页已打开,"1. 点击“新建用户”按钮
2. 不填写“姓名”字段
3. 填写其他必填项（账号、角色）
4. 点击“保存”按钮","1. 新建用户弹窗打开
2. 姓名保持为空
3. 其他必填项填写成功
4. 保存被拦截，提示“姓名必填”或类似错误信息，用户未创建",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 姓名/,新增用户时姓名超过16个字符，保存被拦截,已登录系统且具有用户管理权限；用户列表页已打开,"1. 点击“新建用户”按钮
2. 在“姓名”输入框中输入17个中文字符（如“张三四五六七八九十十一十二十三十四十五六”）
3. 填写其他必填项（账号、角色）
4. 点击“保存”按钮","1. 新建用户弹窗打开
2. 姓名输入成功
3. 其他必填项填写成功
4. 保存被拦截，提示“姓名长度不能超过16”或类似错误信息，用户未创建",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 姓名/,新增用户时姓名包含非法字符（如特殊符号），保存被拦截,已登录系统且具有用户管理权限；用户列表页已打开,"1. 点击“新建用户”按钮
2. 在“姓名”输入框中输入“张@三”
3. 填写其他必填项（账号、角色）
4. 点击“保存”按钮","1. 新建用户弹窗打开
2. 姓名输入成功
3. 其他必填项填写成功
4. 保存被拦截，提示“姓名仅支持中英文和数字”或类似错误信息，用户未创建",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 姓名/,新增用户时姓名包含英文和数字，保存成功,已登录系统且具有用户管理权限；用户列表页已打开,"1. 点击“新建用户”按钮
2. 在“姓名”输入框中输入“Zhang3”
3. 填写其他必填项（账号、角色）
4. 点击“保存”按钮","1. 新建用户弹窗打开
2. 姓名输入成功
3. 其他必填项填写成功
4. 保存成功，列表顶部显示该用户，姓名为“Zhang3”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 角色/,新增用户时角色下拉框展示全部五个角色选项,已登录系统且具备用户管理权限；进入用户管理列表页，点击“新建用户”按钮，弹出新增用户弹窗,"1. 打开新增用户弹窗
2. 点击“角色”下拉框
3. 查看下拉框中的角色选项列表","1. 新增用户弹窗正常显示
2. 角色下拉框展开
3. 下拉框中展示且仅展示“管理员”、“算法工程师”、“采集工程师”、“标注工程师”、“质检工程师”五个角色选项",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 角色/,新增用户时选择角色“管理员”并成功保存,已登录系统且具备用户管理权限；进入用户管理列表页，点击“新建用户”按钮，弹出新增用户弹窗,"1. 在新增用户弹窗中填写账号（如：admin_test）、姓名（如：测试管理员）
2. 点击“角色”下拉框，选择“管理员”
3. 点击“保存”按钮","1. 账号、姓名输入成功
2. 角色下拉框显示“管理员”
3. 保存成功，列表顶部显示新用户，角色列为“管理员”",1,2,功能测试,功能测试阶段
/用户管理（封伟） - 列表页 - 角色/,新增用户时选择角色“算法工程师”并成功保存,已登录系统且具备用户管理权限；进入用户管理列表页，点击“新建用户”按钮，弹出新增用户弹窗,"1. 在新增用户弹窗中填写账号（如：algo_test）、姓名（如：测试算法）
2. 点击“角色”下拉框，选择“算法工程师”
3. 点击“保存”按钮","1. 账号、姓名输入成功
2. 角色下拉框显示“算法工程师”
3. 保存成功，列表顶部显示新用户，角色列为“算法工程师”",1,2,功能测试,功能测试阶段
